"workerid","category","trial_type","evidenceStatement","characterGender","freqLevel","characterName","habitual","n_instances","time_period","rt","response","n_times","log_times"
137,"entertainment","truthJudge","listened to Pandora","female",NA,"Hillary","listens to Pandora",3,"month",9642,"agree-key",180,5.19295685089021
137,"food","truthJudge","ate caviar","female",NA,"Kim","eats caviar",3,"year",2361,"agree-key",15,2.70805020110221
137,"entertainment","truthJudge","went to the ballet","male",NA,"Daniel","goes to the ballet",3,"year",1538,"agree-key",15,2.70805020110221
137,"clothing","truthJudge","wore socks","female",NA,"Stephanie","wears socks",3,"6 months",2342,"disagree-key",30,3.40119738166216
137,"employment","truthJudge","sold something on eBay","male",NA,"Doug","sells things on eBay",3,"year",2114,"agree-key",15,2.70805020110221
137,"food","truthJudge","did cocaine","male",NA,"Michael","does cocaine",3,"year",2175,"agree-key",15,2.70805020110221
137,"entertainment","truthJudge","watched professional football","male",NA,"Brian","watches professional football",3,"year",2282,"agree-key",15,2.70805020110221
137,"food","truthJudge","drank coffee","female",NA,"Esther","drinks coffee",3,"2 weeks",1634,"disagree-key",390,5.96614673912369
137,"entertainment","truthJudge","watched space launches","male",NA,"Lee","watches space launches",3,"month",3794,"agree-key",180,5.19295685089021
137,"clothing","truthJudge","wore a watch","female",NA,"Natalie","wears a watch",3,"week",1970,"disagree-key",780,6.65929391968364
137,"hobby","truthJudge","played tennis","male",NA,"Jack","plays tennis",3,"2 years",2496,"agree-key",7.5,2.01490302054226
137,"food","truthJudge","drank beer","male",NA,"Stephen","drinks beer",3,"month",2756,"agree-key",180,5.19295685089021
137,"hobby","truthJudge","climbed mountains","male",NA,"Martin","climbs mountains",3,"year",1624,"agree-key",15,2.70805020110221
137,"employment","truthJudge","volunteered for a political campaign","female",NA,"Nicole","volunteers for political campaigns",3,"5 years",1914,"agree-key",3,1.09861228866811
137,"food","truthJudge","drank beer","female",NA,"Elisa","drinks beer",3,"month",1987,"agree-key",180,5.19295685089021
137,"clothing","truthJudge","wore socks","male",NA,"Christopher","wears socks",3,"6 months",3118,"disagree-key",30,3.40119738166216
137,"hobby","truthJudge","ran","female",NA,"Linda","runs",3,"week",2817,"agree-key",780,6.65929391968364
137,"clothing","truthJudge","wore slacks","male",NA,"Jacob","wears slacks",3,"week",2221,"agree-key",780,6.65929391968364
137,"employment","truthJudge","stole a car","female",NA,"Crystal","steals cars",3,"month",2644,"agree-key",180,5.19295685089021
137,"food","truthJudge","did cocaine","female",NA,"Maya","does cocaine",3,"month",1881,"agree-key",180,5.19295685089021
137,"employment","truthJudge","wrote a poem","male",NA,"Tim","writes poems",3,"year",3127,"agree-key",15,2.70805020110221
137,"clothing","truthJudge","wore a suit","female",NA,"Brooke","wears a suit",3,"month",2015,"agree-key",180,5.19295685089021
137,"employment","truthJudge","stole chewing gum","male",NA,"Stephen","steals chewing gum",3,"month",3343,"agree-key",180,5.19295685089021
137,"employment","truthJudge","wrote a novel","male",NA,"Tom","writes novels",3,"5 years",1984,"agree-key",3,1.09861228866811
137,"food","truthJudge","smoked cigarettes","male",NA,"Scott","smokes cigarettes",3,"month",3750,"agree-key",180,5.19295685089021
137,"clothing","truthJudge","wore a bra","female",NA,"Veronica","wears a bra",3,"6 months",3150,"disagree-key",30,3.40119738166216
137,"clothing","truthJudge","wore a bra","male",NA,"Alexander","wears a bra",3,"week",6438,"agree-key",780,6.65929391968364
137,"food","truthJudge","ate peanut butter","male",NA,"Ronald","eats peanut butter",3,"year",4147,"disagree-key",15,2.70805020110221
137,"hobby","truthJudge","hiked","female",NA,"Theresa","hikes",3,"2 years",3434,"agree-key",7.5,2.01490302054226
137,"employment","truthJudge","sold a company","male",NA,"Gabriel","sells companies",3,"5 years",2405,"agree-key",3,1.09861228866811
137,"food","truthJudge","smoked marijuana","female",NA,"Julia","smokes marijuana",3,"month",6790,"agree-key",180,5.19295685089021
137,"hobby","truthJudge","played the banjo","male",NA,"Anthony","plays the banjo",3,"year",6269,"agree-key",15,2.70805020110221
137,"food","truthJudge","drank coffee","male",NA,"William","drinks coffee",3,"week",2394,"agree-key",780,6.65929391968364
137,"clothing","truthJudge","wore a suit","male",NA,"Lewis","wears a suit",3,"6 months",2873,"disagree-key",30,3.40119738166216
137,"entertainment","truthJudge","went to the movies","female",NA,"Bridgette","goes to the movies",3,"month",2354,"agree-key",180,5.19295685089021
137,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Alicia","volunteers for soup kitchens",3,"year",4842,"agree-key",15,2.70805020110221
138,"employment","truthJudge","stole a car","male",NA,"Lewis","steals cars",3,"month",3302,"agree-key",180,5.19295685089021
138,"clothing","truthJudge","wore a bra","female",NA,"Elisa","wears a bra",3,"week",2470,"agree-key",780,6.65929391968364
138,"clothing","truthJudge","wore a suit","female",NA,"Natalie","wears a suit",3,"week",1685,"agree-key",780,6.65929391968364
138,"hobby","truthJudge","played tennis","male",NA,"Martin","plays tennis",3,"2 years",2393,"agree-key",7.5,2.01490302054226
138,"clothing","truthJudge","wore a bra","male",NA,"Alexander","wears a bra",3,"6 months",4476,"disagree-key",30,3.40119738166216
138,"entertainment","truthJudge","went to the ballet","female",NA,"Elizabeth","goes to the ballet",3,"year",3497,"agree-key",15,2.70805020110221
138,"hobby","truthJudge","hiked","female",NA,"Crystal","hikes",3,"2 years",2413,"disagree-key",7.5,2.01490302054226
138,"clothing","truthJudge","wore socks","male",NA,"Derrick","wears socks",3,"week",3399,"agree-key",780,6.65929391968364
138,"employment","truthJudge","sold something on eBay","male",NA,"Kyle","sells things on eBay",3,"year",9081,"agree-key",15,2.70805020110221
138,"hobby","truthJudge","climbed mountains","male",NA,"Stephen","climbs mountains",3,"2 years",2316,"agree-key",7.5,2.01490302054226
138,"hobby","truthJudge","ran","female",NA,"Linda","runs",3,"2 years",3250,"agree-key",7.5,2.01490302054226
138,"food","truthJudge","did cocaine","male",NA,"Christopher","does cocaine",3,"year",4989,"agree-key",15,2.70805020110221
138,"clothing","truthJudge","wore socks","female",NA,"Claire","wears socks",3,"6 months",7815,"agree-key",30,3.40119738166216
138,"food","truthJudge","smoked cigarettes","female",NA,"Bridgette","smokes cigarettes",3,"year",2195,"disagree-key",15,2.70805020110221
138,"employment","truthJudge","wrote a novel","male",NA,"Jack","writes novels",3,"year",2533,"agree-key",15,2.70805020110221
138,"entertainment","truthJudge","watched professional football","female",NA,"Kristina","watches professional football",3,"month",3505,"agree-key",180,5.19295685089021
138,"clothing","truthJudge","wore slacks","male",NA,"Vince","wears slacks",3,"6 months",3046,"agree-key",30,3.40119738166216
138,"food","truthJudge","drank coffee","male",NA,"Brian","drinks coffee",3,"year",1395,"disagree-key",15,2.70805020110221
138,"food","truthJudge","smoked marijuana","female",NA,"Nicole","smokes marijuana",3,"year",2124,"disagree-key",15,2.70805020110221
138,"food","truthJudge","did cocaine","female",NA,"Veronica","does cocaine",3,"month",2669,"agree-key",180,5.19295685089021
138,"clothing","truthJudge","wore a watch","male",NA,"Doug","wears a watch",3,"6 months",4113,"agree-key",30,3.40119738166216
138,"hobby","truthJudge","played the banjo","female",NA,"Michelle","plays the banjo",3,"5 years",4485,"agree-key",3,1.09861228866811
138,"food","truthJudge","drank coffee","female",NA,"Kelly","drinks coffee",3,"month",4366,"disagree-key",180,5.19295685089021
138,"food","truthJudge","drank beer","female",NA,"Laura","drinks beer",3,"month",21243,"disagree-key",180,5.19295685089021
138,"employment","truthJudge","volunteered for a political campaign","female",NA,"Jennifer","volunteers for political campaigns",3,"5 years",2210,"agree-key",3,1.09861228866811
138,"employment","truthJudge","stole chewing gum","female",NA,"Kathleen","steals chewing gum",3,"year",1747,"agree-key",15,2.70805020110221
138,"food","truthJudge","drank beer","male",NA,"Scott","drinks beer",3,"week",3142,"disagree-key",780,6.65929391968364
138,"food","truthJudge","ate peanut butter","female",NA,"Angela","eats peanut butter",3,"5 years",2705,"disagree-key",3,1.09861228866811
138,"food","truthJudge","ate caviar","male",NA,"Ted","eats caviar",3,"year",2258,"disagree-key",15,2.70805020110221
138,"clothing","truthJudge","wore a suit","male",NA,"Eric","wears a suit",3,"6 months",3199,"agree-key",30,3.40119738166216
138,"entertainment","truthJudge","watched space launches","female",NA,"Julia","watches space launches",3,"year",2347,"disagree-key",15,2.70805020110221
138,"entertainment","truthJudge","listened to Pandora","male",NA,"Daniel","listens to Pandora",3,"year",1451,"agree-key",15,2.70805020110221
138,"entertainment","truthJudge","went to the movies","female",NA,"Hillary","goes to the movies",3,"year",947,"agree-key",15,2.70805020110221
138,"entertainment","truthJudge","listened to live music","female",NA,"Amber","listens to live music",3,"year",1228,"disagree-key",15,2.70805020110221
138,"employment","truthJudge","wrote a poem","female",NA,"Jackie","writes poems",3,"5 years",3289,"disagree-key",3,1.09861228866811
138,"employment","truthJudge","sold a company","female",NA,"Monica","sells companies",3,"5 years",830,"disagree-key",3,1.09861228866811
138,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Tina","volunteers for soup kitchens",3,"5 years",1803,"agree-key",3,1.09861228866811
139,"clothing","truthJudge","wore a bra","male",NA,"Ted","wears a bra",3,"week",7003,"disagree-key",780,6.65929391968364
139,"clothing","truthJudge","wore socks","female",NA,"Amber","wears socks",3,"6 months",1601,"disagree-key",30,3.40119738166216
139,"food","truthJudge","drank beer","male",NA,"Stephen","drinks beer",3,"year",3501,"agree-key",15,2.70805020110221
139,"clothing","truthJudge","wore a suit","female",NA,"Kathleen","wears a suit",3,"week",2585,"agree-key",780,6.65929391968364
139,"food","truthJudge","drank beer","female",NA,"Kim","drinks beer",3,"2 weeks",1586,"agree-key",390,5.96614673912369
139,"food","truthJudge","did cocaine","female",NA,"Michelle","does cocaine",3,"week",1836,"agree-key",780,6.65929391968364
139,"hobby","truthJudge","hiked","male",NA,"Josh","hikes",3,"year",1336,"agree-key",15,2.70805020110221
139,"clothing","truthJudge","wore slacks","male",NA,"Cameron","wears slacks",3,"6 months",1883,"agree-key",30,3.40119738166216
139,"entertainment","truthJudge","watched professional football","male",NA,"Brian","watches professional football",3,"year",2397,"agree-key",15,2.70805020110221
139,"hobby","truthJudge","played tennis","male",NA,"Stephen","plays tennis",3,"year",6169,"agree-key",15,2.70805020110221
139,"employment","truthJudge","sold a company","female",NA,"Janet","sells companies",3,"year",11504,"disagree-key",15,2.70805020110221
139,"food","truthJudge","smoked marijuana","female",NA,"Monica","smokes marijuana",3,"week",1725,"agree-key",780,6.65929391968364
139,"hobby","truthJudge","ran","female",NA,"Melinda","runs",3,"2 months",3090,"agree-key",90,4.49980967033027
139,"employment","truthJudge","wrote a novel","male",NA,"Tim","writes novels",3,"year",3157,"agree-key",15,2.70805020110221
139,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Scott","volunteers for soup kitchens",3,"year",2733,"agree-key",15,2.70805020110221
139,"clothing","truthJudge","wore socks","male",NA,"Jacob","wears socks",3,"month",2687,"agree-key",180,5.19295685089021
139,"hobby","truthJudge","played the banjo","female",NA,"Claire","plays the banjo",3,"5 years",5430,"disagree-key",3,1.09861228866811
139,"food","truthJudge","ate caviar","male",NA,"Kyle","eats caviar",3,"5 years",4007,"agree-key",3,1.09861228866811
139,"food","truthJudge","did cocaine","male",NA,"Lee","does cocaine",3,"year",4084,"agree-key",15,2.70805020110221
139,"clothing","truthJudge","wore a watch","female",NA,"Linda","wears a watch",3,"6 months",4016,"disagree-key",30,3.40119738166216
139,"entertainment","truthJudge","went to the ballet","female",NA,"Sophia","goes to the ballet",3,"year",25899,"agree-key",15,2.70805020110221
139,"hobby","truthJudge","climbed mountains","female",NA,"Maya","climbs mountains",3,"year",2191,"agree-key",15,2.70805020110221
139,"entertainment","truthJudge","listened to live music","male",NA,"Seth","listens to live music",3,"week",1885,"agree-key",780,6.65929391968364
139,"entertainment","truthJudge","went to the movies","female",NA,"Laura","goes to the movies",3,"month",2004,"agree-key",180,5.19295685089021
139,"entertainment","truthJudge","listened to Pandora","male",NA,"Martin","listens to Pandora",3,"week",1722,"agree-key",780,6.65929391968364
139,"employment","truthJudge","stole a car","male",NA,"John","steals cars",3,"month",2385,"agree-key",180,5.19295685089021
139,"employment","truthJudge","sold something on eBay","male",NA,"Derrick","sells things on eBay",3,"year",2875,"agree-key",15,2.70805020110221
139,"food","truthJudge","smoked cigarettes","female",NA,"Angela","smokes cigarettes",3,"month",6046,"disagree-key",180,5.19295685089021
139,"food","truthJudge","drank coffee","male",NA,"Lucas","drinks coffee",3,"2 weeks",3317,"disagree-key",390,5.96614673912369
139,"employment","truthJudge","volunteered for a political campaign","female",NA,"Jessica","volunteers for political campaigns",3,"5 years",3299,"agree-key",3,1.09861228866811
139,"employment","truthJudge","stole chewing gum","female",NA,"Esther","steals chewing gum",3,"5 years",4170,"disagree-key",3,1.09861228866811
139,"food","truthJudge","ate peanut butter","male",NA,"Michael","eats peanut butter",3,"5 years",2766,"disagree-key",3,1.09861228866811
139,"entertainment","truthJudge","watched space launches","male",NA,"Robert","watches space launches",3,"year",4101,"agree-key",15,2.70805020110221
139,"clothing","truthJudge","wore a bra","female",NA,"Bridgette","wears a bra",3,"month",4714,"disagree-key",180,5.19295685089021
139,"clothing","truthJudge","wore a suit","male",NA,"Lewis","wears a suit",3,"6 months",26811,"disagree-key",30,3.40119738166216
139,"employment","truthJudge","wrote a poem","female",NA,"Rebecca","writes poems",3,"year",8207,"agree-key",15,2.70805020110221
139,"food","truthJudge","drank coffee","female",NA,"Kelly","drinks coffee",3,"year",1832,"disagree-key",15,2.70805020110221
140,"employment","truthJudge","stole chewing gum","female",NA,"Jackie","steals chewing gum",3,"5 years",8125,"agree-key",3,1.09861228866811
140,"food","truthJudge","drank beer","male",NA,"Scott","drinks beer",3,"year",14542,"agree-key",15,2.70805020110221
140,"hobby","truthJudge","ran","male",NA,"David","runs",3,"week",2725,"agree-key",780,6.65929391968364
140,"food","truthJudge","drank beer","female",NA,"Amber","drinks beer",3,"2 weeks",2941,"agree-key",390,5.96614673912369
140,"entertainment","truthJudge","listened to Pandora","female",NA,"Crystal","listens to Pandora",3,"week",2994,"agree-key",780,6.65929391968364
140,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Josh","volunteers for soup kitchens",3,"year",3382,"agree-key",15,2.70805020110221
140,"employment","truthJudge","sold something on eBay","female",NA,"Jennifer","sells things on eBay",3,"year",4165,"agree-key",15,2.70805020110221
140,"hobby","truthJudge","climbed mountains","male",NA,"Jack","climbs mountains",3,"2 years",1761,"agree-key",7.5,2.01490302054226
140,"clothing","truthJudge","wore slacks","male",NA,"Fred","wears slacks",3,"6 months",2846,"agree-key",30,3.40119738166216
140,"clothing","truthJudge","wore a bra","male",NA,"Stephen","wears a bra",3,"month",2573,"agree-key",180,5.19295685089021
140,"hobby","truthJudge","hiked","female",NA,"Kristina","hikes",3,"2 years",2518,"agree-key",7.5,2.01490302054226
140,"clothing","truthJudge","wore a suit","male",NA,"Lee","wears a suit",3,"6 months",7982,"agree-key",30,3.40119738166216
140,"clothing","truthJudge","wore a bra","female",NA,"Elizabeth","wears a bra",3,"week",1398,"agree-key",780,6.65929391968364
140,"food","truthJudge","ate caviar","female",NA,"Julia","eats caviar",3,"5 years",2312,"agree-key",3,1.09861228866811
140,"food","truthJudge","did cocaine","male",NA,"Tim","does cocaine",3,"5 years",7223,"agree-key",3,1.09861228866811
140,"entertainment","truthJudge","watched professional football","male",NA,"Kyle","watches professional football",3,"year",2278,"agree-key",15,2.70805020110221
140,"employment","truthJudge","volunteered for a political campaign","male",NA,"Ted","volunteers for political campaigns",3,"5 years",4525,"agree-key",3,1.09861228866811
140,"clothing","truthJudge","wore socks","female",NA,"Esther","wears socks",3,"month",6365,"disagree-key",180,5.19295685089021
140,"clothing","truthJudge","wore a suit","female",NA,"Sophia","wears a suit",3,"week",3117,"agree-key",780,6.65929391968364
140,"entertainment","truthJudge","listened to live music","female",NA,"Theresa","listens to live music",3,"month",3494,"agree-key",180,5.19295685089021
140,"clothing","truthJudge","wore a watch","male",NA,"Tom","wears a watch",3,"month",2869,"agree-key",180,5.19295685089021
140,"food","truthJudge","drank coffee","male",NA,"Ronald","drinks coffee",3,"month",6470,"agree-key",180,5.19295685089021
140,"entertainment","truthJudge","watched space launches","male",NA,"Lucas","watches space launches",3,"year",3525,"agree-key",15,2.70805020110221
140,"employment","truthJudge","sold a company","female",NA,"Tina","sells companies",3,"year",5638,"agree-key",15,2.70805020110221
140,"employment","truthJudge","wrote a poem","female",NA,"Kathleen","writes poems",3,"5 years",3041,"disagree-key",3,1.09861228866811
140,"entertainment","truthJudge","went to the ballet","female",NA,"Maya","goes to the ballet",3,"2 years",2678,"agree-key",7.5,2.01490302054226
140,"food","truthJudge","drank coffee","female",NA,"Michelle","drinks coffee",3,"year",2750,"disagree-key",15,2.70805020110221
140,"food","truthJudge","smoked cigarettes","male",NA,"William","smokes cigarettes",3,"year",5718,"disagree-key",15,2.70805020110221
140,"food","truthJudge","did cocaine","female",NA,"Elisa","does cocaine",3,"week",2292,"agree-key",780,6.65929391968364
140,"employment","truthJudge","wrote a novel","female",NA,"Monica","writes novels",3,"5 years",2329,"agree-key",3,1.09861228866811
140,"entertainment","truthJudge","went to the movies","male",NA,"Michael","goes to the movies",3,"year",10638,"agree-key",15,2.70805020110221
140,"hobby","truthJudge","played the banjo","male",NA,"Doug","plays the banjo",3,"5 years",3333,"agree-key",3,1.09861228866811
140,"food","truthJudge","ate peanut butter","female",NA,"Angela","eats peanut butter",3,"month",1591,"agree-key",180,5.19295685089021
140,"food","truthJudge","smoked marijuana","male",NA,"Cameron","smokes marijuana",3,"month",1909,"agree-key",180,5.19295685089021
140,"clothing","truthJudge","wore socks","male",NA,"Lewis","wears socks",3,"month",2317,"agree-key",180,5.19295685089021
140,"hobby","truthJudge","played tennis","female",NA,"Kelly","plays tennis",3,"year",2077,"agree-key",15,2.70805020110221
140,"employment","truthJudge","stole a car","female",NA,"Bridgette","steals cars",3,"year",1757,"agree-key",15,2.70805020110221
141,"employment","truthJudge","volunteered for a political campaign","male",NA,"Gabriel","volunteers for political campaigns",3,"year",11011,"agree-key",15,2.70805020110221
141,"clothing","truthJudge","wore a suit","female",NA,"Janet","wears a suit",3,"6 months",28538,"agree-key",30,3.40119738166216
141,"food","truthJudge","drank coffee","female",NA,"Esther","drinks coffee",3,"week",7531,"agree-key",780,6.65929391968364
141,"employment","truthJudge","stole a car","female",NA,"Monica","steals cars",3,"month",4208,"agree-key",180,5.19295685089021
141,"hobby","truthJudge","ran","female",NA,"Jennifer","runs",3,"2 months",15868,"agree-key",90,4.49980967033027
141,"employment","truthJudge","sold a company","female",NA,"Hillary","sells companies",3,"year",7224,"disagree-key",15,2.70805020110221
141,"entertainment","truthJudge","listened to Pandora","female",NA,"Kathleen","listens to Pandora",3,"month",11886,"agree-key",180,5.19295685089021
141,"clothing","truthJudge","wore socks","female",NA,"Angela","wears socks",3,"month",15914,"agree-key",180,5.19295685089021
141,"food","truthJudge","drank beer","female",NA,"Claire","drinks beer",3,"week",3481,"agree-key",780,6.65929391968364
141,"food","truthJudge","drank beer","male",NA,"Kyle","drinks beer",3,"week",7993,"agree-key",780,6.65929391968364
141,"clothing","truthJudge","wore socks","male",NA,"Anthony","wears socks",3,"6 months",10381,"agree-key",30,3.40119738166216
141,"food","truthJudge","ate peanut butter","female",NA,"Stephanie","eats peanut butter",3,"month",8750,"agree-key",180,5.19295685089021
141,"food","truthJudge","smoked cigarettes","male",NA,"Doug","smokes cigarettes",3,"month",11554,"disagree-key",180,5.19295685089021
141,"hobby","truthJudge","climbed mountains","female",NA,"Maya","climbs mountains",3,"year",4022,"disagree-key",15,2.70805020110221
141,"entertainment","truthJudge","watched professional football","female",NA,"Elizabeth","watches professional football",3,"month",5530,"disagree-key",180,5.19295685089021
141,"food","truthJudge","ate caviar","male",NA,"Tim","eats caviar",3,"5 years",4019,"disagree-key",3,1.09861228866811
141,"entertainment","truthJudge","watched space launches","male",NA,"Daniel","watches space launches",3,"2 years",10563,"agree-key",7.5,2.01490302054226
141,"entertainment","truthJudge","went to the movies","male",NA,"Seth","goes to the movies",3,"year",2858,"agree-key",15,2.70805020110221
141,"clothing","truthJudge","wore a bra","female",NA,"Julia","wears a bra",3,"week",2496,"disagree-key",780,6.65929391968364
141,"clothing","truthJudge","wore slacks","female",NA,"Melinda","wears slacks",3,"month",2475,"disagree-key",180,5.19295685089021
141,"food","truthJudge","drank coffee","male",NA,"Tom","drinks coffee",3,"year",3381,"agree-key",15,2.70805020110221
141,"hobby","truthJudge","played tennis","male",NA,"Jacob","plays tennis",3,"2 years",4905,"disagree-key",7.5,2.01490302054226
141,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Michelle","volunteers for soup kitchens",3,"5 years",7215,"disagree-key",3,1.09861228866811
141,"hobby","truthJudge","played the banjo","male",NA,"George","plays the banjo",3,"2 years",5256,"agree-key",7.5,2.01490302054226
141,"clothing","truthJudge","wore a watch","male",NA,"Scott","wears a watch",3,"week",3177,"disagree-key",780,6.65929391968364
141,"employment","truthJudge","wrote a novel","female",NA,"Brooke","writes novels",3,"year",3392,"agree-key",15,2.70805020110221
141,"entertainment","truthJudge","went to the ballet","male",NA,"Robert","goes to the ballet",3,"year",3130,"agree-key",15,2.70805020110221
141,"employment","truthJudge","wrote a poem","female",NA,"Kim","writes poems",3,"5 years",4850,"agree-key",3,1.09861228866811
141,"entertainment","truthJudge","listened to live music","male",NA,"Derrick","listens to live music",3,"year",8784,"agree-key",15,2.70805020110221
141,"food","truthJudge","did cocaine","male",NA,"Michael","does cocaine",3,"5 years",13725,"disagree-key",3,1.09861228866811
141,"clothing","truthJudge","wore a bra","male",NA,"Stephen","wears a bra",3,"week",5913,"disagree-key",780,6.65929391968364
141,"employment","truthJudge","stole chewing gum","female",NA,"Amber","steals chewing gum",3,"5 years",6508,"disagree-key",3,1.09861228866811
141,"food","truthJudge","smoked marijuana","female",NA,"Alicia","smokes marijuana",3,"week",4412,"disagree-key",780,6.65929391968364
141,"food","truthJudge","did cocaine","female",NA,"Shannon","does cocaine",3,"year",3770,"disagree-key",15,2.70805020110221
141,"clothing","truthJudge","wore a suit","male",NA,"Lucas","wears a suit",3,"week",4925,"disagree-key",780,6.65929391968364
141,"hobby","truthJudge","hiked","female",NA,"Bridgette","hikes",3,"week",8264,"agree-key",780,6.65929391968364
141,"employment","truthJudge","sold something on eBay","female",NA,"Kelly","sells things on eBay",3,"5 years",3388,"agree-key",3,1.09861228866811
142,"food","truthJudge","drank beer","male",NA,"Lucas","drinks beer",3,"2 weeks",8271,"disagree-key",390,5.96614673912369
142,"clothing","truthJudge","wore a suit","female",NA,"Elisa","wears a suit",3,"month",6395,"agree-key",180,5.19295685089021
142,"entertainment","truthJudge","watched professional football","male",NA,"Lee","watches professional football",3,"year",4173,"agree-key",15,2.70805020110221
142,"employment","truthJudge","wrote a novel","female",NA,"Amber","writes novels",3,"year",4010,"agree-key",15,2.70805020110221
142,"employment","truthJudge","sold something on eBay","female",NA,"Ashley","sells things on eBay",3,"year",5035,"agree-key",15,2.70805020110221
142,"clothing","truthJudge","wore a bra","male",NA,"Gabriel","wears a bra",3,"month",4449,"agree-key",180,5.19295685089021
142,"clothing","truthJudge","wore socks","female",NA,"Linda","wears socks",3,"6 months",3144,"disagree-key",30,3.40119738166216
142,"hobby","truthJudge","climbed mountains","female",NA,"Kathleen","climbs mountains",3,"2 years",3983,"agree-key",7.5,2.01490302054226
142,"food","truthJudge","drank coffee","male",NA,"Doug","drinks coffee",3,"year",4511,"disagree-key",15,2.70805020110221
142,"entertainment","truthJudge","listened to Pandora","male",NA,"Cameron","listens to Pandora",3,"year",4466,"disagree-key",15,2.70805020110221
142,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Kim","volunteers for soup kitchens",3,"year",4517,"agree-key",15,2.70805020110221
142,"entertainment","truthJudge","listened to live music","female",NA,"Nicole","listens to live music",3,"month",7693,"agree-key",180,5.19295685089021
142,"employment","truthJudge","sold a company","male",NA,"Jacob","sells companies",3,"5 years",6145,"agree-key",3,1.09861228866811
142,"entertainment","truthJudge","watched space launches","male",NA,"Jack","watches space launches",3,"year",4676,"agree-key",15,2.70805020110221
142,"hobby","truthJudge","hiked","female",NA,"Bridgette","hikes",3,"week",3189,"agree-key",780,6.65929391968364
142,"clothing","truthJudge","wore slacks","male",NA,"Ben","wears slacks",3,"6 months",5288,"disagree-key",30,3.40119738166216
142,"clothing","truthJudge","wore a watch","male",NA,"Ted","wears a watch",3,"month",8828,"agree-key",180,5.19295685089021
142,"employment","truthJudge","wrote a poem","male",NA,"Ronald","writes poems",3,"year",11947,"agree-key",15,2.70805020110221
142,"food","truthJudge","did cocaine","female",NA,"Theresa","does cocaine",3,"month",3756,"agree-key",180,5.19295685089021
142,"employment","truthJudge","stole chewing gum","female",NA,"Esther","steals chewing gum",3,"year",4571,"agree-key",15,2.70805020110221
142,"clothing","truthJudge","wore a suit","male",NA,"Derrick","wears a suit",3,"month",2868,"agree-key",180,5.19295685089021
142,"hobby","truthJudge","ran","female",NA,"Jackie","runs",3,"year",3671,"disagree-key",15,2.70805020110221
142,"food","truthJudge","drank beer","female",NA,"Crystal","drinks beer",3,"2 weeks",5275,"agree-key",390,5.96614673912369
142,"food","truthJudge","drank coffee","female",NA,"Julia","drinks coffee",3,"year",3427,"disagree-key",15,2.70805020110221
142,"entertainment","truthJudge","went to the ballet","male",NA,"Kyle","goes to the ballet",3,"month",4549,"agree-key",180,5.19295685089021
142,"food","truthJudge","ate caviar","male",NA,"Stephen","eats caviar",3,"5 years",11967,"disagree-key",3,1.09861228866811
142,"hobby","truthJudge","played tennis","female",NA,"Stephanie","plays tennis",3,"5 years",2698,"disagree-key",3,1.09861228866811
142,"food","truthJudge","smoked cigarettes","male",NA,"George","smokes cigarettes",3,"month",3640,"disagree-key",180,5.19295685089021
142,"clothing","truthJudge","wore a bra","female",NA,"Angela","wears a bra",3,"week",3883,"agree-key",780,6.65929391968364
142,"employment","truthJudge","volunteered for a political campaign","female",NA,"Melinda","volunteers for political campaigns",3,"year",4353,"agree-key",15,2.70805020110221
142,"employment","truthJudge","stole a car","male",NA,"David","steals cars",3,"month",3851,"agree-key",180,5.19295685089021
142,"food","truthJudge","ate peanut butter","male",NA,"Vince","eats peanut butter",3,"month",5014,"agree-key",180,5.19295685089021
142,"food","truthJudge","smoked marijuana","female",NA,"Tina","smokes marijuana",3,"week",2605,"agree-key",780,6.65929391968364
142,"clothing","truthJudge","wore socks","male",NA,"Seth","wears socks",3,"6 months",2806,"agree-key",30,3.40119738166216
142,"food","truthJudge","did cocaine","male",NA,"Greg","does cocaine",3,"week",3876,"agree-key",780,6.65929391968364
142,"hobby","truthJudge","played the banjo","female",NA,"Hillary","plays the banjo",3,"5 years",3146,"disagree-key",3,1.09861228866811
142,"entertainment","truthJudge","went to the movies","female",NA,"Veronica","goes to the movies",3,"2 years",3015,"disagree-key",7.5,2.01490302054226
143,"food","truthJudge","did cocaine","female",NA,"Claire","does cocaine",3,"year",5148,"agree-key",15,2.70805020110221
143,"clothing","truthJudge","wore socks","female",NA,"Alicia","wears socks",3,"week",1588,"agree-key",780,6.65929391968364
143,"food","truthJudge","drank coffee","female",NA,"Stephanie","drinks coffee",3,"month",942,"agree-key",180,5.19295685089021
143,"food","truthJudge","smoked cigarettes","female",NA,"Rebecca","smokes cigarettes",3,"week",32,"agree-key",780,6.65929391968364
143,"clothing","truthJudge","wore socks","male",NA,"Kyle","wears socks",3,"month",267,"agree-key",180,5.19295685089021
143,"food","truthJudge","smoked marijuana","male",NA,"Tom","smokes marijuana",3,"year",205,"disagree-key",15,2.70805020110221
143,"employment","truthJudge","sold something on eBay","male",NA,"Tim","sells things on eBay",3,"5 years",150,"agree-key",3,1.09861228866811
